Chrom	Starts	Ends	genes
chr1	7664081	7664081	Rps2-ps2
chr1	7730565	7730565	Gm38216
chr1	9299878	9299878	Sntg1
chr1	8453491	8453491	Gm38024
chr1	8468825	8468825	Gm16284
chr1	8531313	8531313	Gm38259
chr1	8588724	8588724	Gm23358
chr1	8644859	8644859	Gm37005
chr1	8792162	8792162	Gm15452
chr1	8815842	8815842	Gm36964
chr1	8816138	8816138	Gm24276
chr1	8856267	8856267	Gm6152
chr1	8856763	8856763	Gm7445
chr1	8963621	8963621	Gm7493
chr1	9192116	9192116	Gm37629
chr1	9259134	9259134	Gm38008
chr1	9286922	9286922	Gm37143
chr1	9398687	9398687	Gm6187
chr1	9440376	9440376	Gm18299
chr1	9450579	9450579	Gm7512
chr1	9458670	9458670	Gm24765
chr1	9501522	9501522	Gm18300
chr1	9545408	9545408	Rrs1
chr1	9547948	9547948	Adhfe1
chr1	9631175	9631175	2610203C22Rik
chr1	9574548	9574548	Gm6161
chr1	9601199	9601199	3110035E14Rik
chr1	9640582	9640582	Gm29520
chr1	9700209	9700209	Mybl1
chr1	9748382	9748382	Vcpip1
chr1	9747648	9747648	1700034P13Rik
chr1	9798107	9798107	Sgk3
chr1	9802553	9802553	Gm6195
chr1	9834602	9834602	Gm22607
chr1	9908638	9908638	Mcmdc2
chr1	9944118	9944118	Snhg6
chr1	9942549	9942549	Snord87
chr1	9967932	9967932	Tcf24
chr1	9967314	9967314	E330040D14Rik
chr1	10009136	10009136	Ppp1r42
chr1	9982387	9982387	Gm15818
chr1	10009917	10009917	Gm24674
chr1	10038168	10038168	Cops5
chr1	10037987	10037987	Cspp1
chr1	10057944	10057944	1700047N06Rik
chr1	10232670	10232670	Arfgef1
chr1	10166539	10166539	Gm26348
chr1	10198802	10198802	Gm37569
chr1	10719945	10719945	Cpa6
chr1	10451989	10451989	Gm38005
chr1	10555553	10555553	Gm15604
chr1	10555660	10555660	Gm25253
chr1	10695123	10695123	Gm15603
chr1	10784377	10784377	Gm37133
chr1	10805281	10805281	Gm5522
chr1	10868688	10868688	Gm28659
chr1	10921670	10921670	Gm22963
chr1	10993465	10993465	Prex2
chr1	11134238	11134238	Gm24173
chr1	11224174	11224174	Gm28686
chr1	11366964	11366964	Gm37410
chr1	11414105	11414105	A830018L16Rik
chr1	11416918	11416918	Gm38178
chr1	11608400	11608400	Gm29273
chr1	11704207	11704207	Gm38069
chr1	12120960	12120960	Gm7560
chr1	12374936	12374936	Gm22633
chr1	12425986	12425986	Mir6341
chr1	12565577	12565577	Gm2383
chr1	12655867	12655867	Gm6216
chr1	12667563	12667563	Gm17644
chr1	12671176	12671176	Gm29663
chr1	12692277	12692277	Sulf1
chr1	12992650	12992650	Slco5a1
chr1	13059951	13059951	Gm37162
chr1	13062025	13062025	Gm5250
chr1	13068838	13068838	Gm29283
chr1	13127163	13127163	Prdm14
chr1	13374083	13374083	Ncoa2
chr1	13179714	13179714	Gm38376
chr1	13236434	13236434	Gm37409
chr1	13262198	13262198	Gm27881
chr1	13290506	13290506	Gm38223
chr1	13298907	13298907	Gm37702
chr1	13334609	13334609	Gm23169
chr1	13348204	13348204	Gm38120
chr1	13356730	13356730	Gm38380
chr1	13376070	13376070	Gm29570
chr1	13407655	13407655	Gm7593
chr1	13589910	13589910	Tram1
chr1	13660546	13660546	Lactb2
chr1	13642748	13642748	Gm38319
chr1	13668771	13668771	Xkr9
chr1	13774464	13774464	Gm26273
chr1	13786879	13786879	Gm5523
chr1	13849119	13849119	Gm36947
chr1	13932378	13932378	Gm25491
chr1	14112819	14112819	Gm37400
chr1	14310235	14310235	Eya1
chr1	14182578	14182578	Gm22616
chr1	14255990	14255990	Gm37444
chr1	14752937	14752937	Gm9947
chr1	14755992	14755992	Msc
chr1	14788645	14788645	Gm37412
chr1	14840156	14840156	Smt3h2-ps4
chr1	14865072	14865072	Rpl5-ps1
chr1	14918862	14918862	Trpa1
chr1	15019159	15019159	Gm26345
chr1	15269797	15269797	Gm10566
chr1	15287254	15287254	Kcnb2
chr1	15364302	15364302	Gm38116
chr1	15556249	15556249	Gm37138
chr1	15686046	15686046	Gm25227
chr1	15757832	15757832	Gm25168
chr1	15760668	15760668	Gm6060
chr1	15760761	15760761	Gm28669
chr1	15805646	15805646	Terf1
chr1	15853331	15853331	Gm37509
chr1	15892722	15892722	Sbspon
chr1	15879530	15879530	Gm23259
chr1	16053335	16053335	Gm7634
chr1	16093325	16093325	4930444P10Rik
chr1	16104662	16104662	Rpl7
chr1	16105774	16105774	Rdh10
chr1	16210517	16210517	Gm38249
chr1	16228506	16228506	Gm28095
chr1	16520112	16520112	Stau2
chr1	16253592	16253592	Gm7568
chr1	16619489	16619489	Ube2w
chr1	16618560	16618560	Gm38342
chr1	16657042	16657042	Tceb1
chr1	16657552	16657552	D030040B21Rik
chr1	16663662	16663662	Gm7654
chr1	16665207	16665207	Tmem70
chr1	16688051	16688051	Ly96
chr1	16758623	16758623	Gm29649
chr1	16770138	16770138	Gm5828
chr1	16898185	16898185	Gm28376
chr1	16930970	16930970	4921511E07Rik
chr1	17097889	17097889	Jph1
chr1	17124747	17124747	Gm28783
chr1	17145362	17145362	Gdap1
chr1	17168403	17168403	Gm28784
chr1	17250492	17250492	Gm28785
chr1	17394958	17394958	Gm5251
chr1	17400281	17400281	Rbm6-ps1
chr1	17429528	17429528	Gm6075
chr1	17520001	17520001	Gm25166
chr1	17601901	17601901	Pi15
chr1	17641081	17641081	Gm28154
chr1	17727646	17727646	Gm16070
chr1	17727045	17727045	Crispld1
chr1	17805417	17805417	Gm28153
chr1	17947041	17947041	Gm7690
chr1	17999622	17999622	Gm18775
chr1	17993813	17993813	Gm17969
chr1	18059056	18059056	RP24-571A14.6
chr1	18016186	18016186	Gm28755
chr1	18058269	18058269	Gm28756
chr1	18145902	18145902	Crisp4
chr1	18223564	18223564	Defb44-ps
chr1	18237443	18237443	Defb18
chr1	18265138	18265138	Defb41
chr1	18263379	18263379	Gm17837
chr1	18307824	18307824	Gm29006
chr1	18708428	18708428	Gm5252
chr1	18969833	18969833	Gm24075
chr1	19037266	19037266	Gm28343
chr1	19062857	19062857	Gm28344
chr1	19104840	19104840	Gm15825
chr1	19103022	19103022	Tfap2d
chr1	19153966	19153966	Gm10075
chr1	19208914	19208914	Tfap2b
chr1	19242725	19242725	Gm28340
chr1	19320697	19320697	Gm28341
chr1	19330939	19330939	Gm4849
chr1	19513919	19513919	Gm24633
chr1	19614269	19614269	Gm38382
chr1	20618064	20618064	Pkhd1
chr1	20065548	20065548	Gm37315
chr1	20356452	20356452	4930486I03Rik
chr1	20444810	20444810	Gm15795
chr1	20444912	20444912	Gm24162
chr1	20679010	20679010	Mir206
chr1	20679023	20679023	Gm28653
chr1	20682769	20682769	Mir133b
chr1	20730905	20730905	Il17a
chr1	20790617	20790617	Il17f
chr1	20820312	20820312	Mcm3
chr1	20821331	20821331	Gm20587
chr1	20836661	20836661	Gm28065
chr1	20842666	20842666	Gm24723
chr1	20890473	20890473	6720483E21Rik
chr1	20890606	20890606	Paqr8
chr1	20915540	20915540	Gm24171
chr1	20945711	20945711	Gm28064
chr1	20951626	20951626	Efhc1
chr1	21079229	21079229	Tram2
chr1	21080114	21080114	Gm28287
chr1	21178988	21178988	Gm2693
chr1	21218575	21218575	Tmem14a
chr1	21234722	21234722	Gm38224
chr1	21240589	21240589	Gsta3
chr1	21271593	21271593	Gm28836
chr1	21272403	21272403	Gm7094
chr1	21298312	21298312	Gm4956
chr1	21316320	21316320	Gm21909
chr1	21349641	21349641	Khdc1a
chr1	21354005	21354005	Gm16329
chr1	21364803	21364803	Gm16327
chr1	21368331	21368331	Khdc1c
chr1	21372670	21372670	Gm2709
chr1	21379555	21379555	Gm16533
chr1	21383556	21383556	Khdc1b
chr1	21390906	21390906	Gm16328
chr1	21961942	21961942	Kcnq5
chr1	21457017	21457017	Gm36949
chr1	21513056	21513056	Gm7658
chr1	21840514	21840514	Gm38243
chr1	21959842	21959842	Gm26580
chr1	22030615	22030615	Gm5696
chr1	22237849	22237849	Gm28239
chr1	22805724	22805724	Rims1
chr1	22740764	22740764	Gm26866
chr1	22987125	22987125	Gm7761
chr1	23235673	23235673	Gm29506
chr1	23102253	23102253	4933415F23Rik
chr1	23245211	23245211	Gm24176
chr1	23256407	23256407	Gm6420
chr1	23272269	23272269	Mir30a
chr1	23291537	23291537	Gm27028
chr1	23291701	23291701	Mir30c-2
chr1	23293729	23293729	Gm29107
chr1	23346599	23346599	Gm20954
chr1	23397772	23397772	Ogfrl1
chr1	23479539	23479539	Gm7784
chr1	23574587	23574587	Gm28822
chr1	23761753	23761753	B3gat2
chr1	23922317	23922317	Smap1
chr1	24005656	24005656	Sdhaf4
chr1	24005505	24005505	Gm26524
chr1	24100341	24100341	Fam135a
chr1	24100625	24100625	Gm37580
chr1	24125275	24125275	Gm26607
chr1	24177610	24177610	Col9a1
chr1	24587472	24587472	Col19a1
chr1	24548977	24548977	Gm26418
chr1	24595423	24595423	Tubb4b-ps2
chr1	24612410	24612410	Gm28439
chr1	24612700	24612700	Gm10222
chr1	24613119	24613119	Gm28438
chr1	24613971	24613971	Gm28437
chr1	24614651	24614651	Gm10925
chr1	24615565	24615565	Gm28661
chr1	24616197	24616197	Gm29216
chr1	24678630	24678630	Lmbrd1
chr1	24911659	24911659	Gm28594
chr1	24965158	24965158	Gm28237
chr1	25011941	25011941	Gm9443
chr1	25027232	25027232	Gm29414
chr1	25829707	25829707	Adgrb3
chr1	25223730	25223730	Gm15702
chr1	25277954	25277954	Gm20172
chr1	25279551	25279551	Gm22260
chr1	25285248	25285248	Gm37543
chr1	25299886	25299886	Gm37331
chr1	25317708	25317708	Gm37211
chr1	25328398	25328398	Gm37862
chr1	25349082	25349082	Gm38286
chr1	25365820	25365820	Gm37880
chr1	25451071	25451071	Gm25294
chr1	25611184	25611184	Gm37011
chr1	25615515	25615515	Gm29214
chr1	25623180	25623180	Gm37051
chr1	25676239	25676239	Gm38260
chr1	25691501	25691501	Gm37628
chr1	25724778	25724778	8030445P17Rik
chr1	25738969	25738969	Gm38198
chr1	25759033	25759033	Gm37077
chr1	25780306	25780306	Gm37895
chr1	25800905	25800905	Gm36952
chr1	25807406	25807406	Gm37602
chr1	25809972	25809972	2900022M07Rik
chr1	25824719	25824719	2900002M20Rik
chr1	25830657	25830657	Gm9884
chr1	25997159	25997159	Gm18443
chr1	26466236	26466236	Gm19123
chr1	26566833	26566833	Gm24064
chr1	26687460	26687460	4931408C20Rik
chr1	26959221	26959221	n-R5s209
chr1	27336768	27336768	Gm19641
chr1	27884046	27884046	Gm5524
chr1	27901072	27901072	Gm18776
chr1	27989910	27989910	Gm19028
chr1	28569918	28569918	Gm38089
chr1	28580772	28580772	Gm7846
chr1	28780252	28780252	Gm597
chr1	28802721	28802721	Gm5697
chr1	28938036	28938036	Gm6462
chr1	29219700	29219700	Gm18033
chr1	29281075	29281075	Gm25586
chr1	29301480	29301480	Gm22679
chr1	29361370	29361370	Gm23785
chr1	29421488	29421488	Mir6342
chr1	29485915	29485915	Gm5525
chr1	29930094	29930094	Gm7858
chr1	29985934	29985934	Gm23771
chr1	30333397	30333397	Gm27430
chr1	30719962	30719962	Gm9898
chr1	30769687	30769687	Gm6473
chr1	30794875	30794875	Gm2914
chr1	30873921	30873921	Phf3
chr1	30836431	30836431	Gm37522
chr1	30868538	30868538	Gm37906
chr1	30949770	30949770	Ptp4a1
chr1	30977967	30977967	Gm5698
chr1	30986952	30986952	Gm9458
chr1	30998906	30998906	Gm5699
chr1	31096454	31096454	Gm29669
chr1	31041919	31041919	Gm28644
chr1	31122862	31122862	Gm27362
chr1	31222684	31222684	4931428L18Rik
chr1	31136026	31136026	Gm29128
chr1	31164549	31164549	Gm7893
chr1	31176401	31176401	Lgsn
chr1	31222838	31222838	Pih1d3
chr1	31259719	31259719	Gm26145
chr1	31267326	31267326	Gm4850
chr1	31274892	31274892	Gm28645
chr1	31286945	31286945	Gm6489
chr1	31559540	31559540	Gm10307
chr1	31615149	31615149	Gm19680
chr1	31656738	31656738	Gm23032
chr1	31736057	31736057	Gm7910
chr1	32172714	32172714	Khdrbs2
chr1	32213239	32213239	Gm25814
chr1	32473757	32473757	Gm37999
chr1	32485315	32485315	Gm37110
chr1	32496444	32496444	Gm37911
chr1	32520999	32520999	Gm9839
chr1	32539028	32539028	Gm37792
chr1	32547294	32547294	Gm5415
chr1	32568421	32568421	Gm24732
chr1	32710179	32710179	Gm37426
chr1	32726639	32726639	Gm23024
chr1	32972490	32972490	Gm37151
chr1	33030290	33030290	Gm28624
chr1	33065130	33065130	Gm37724
chr1	33100907	33100907	Gm7114
chr1	33109655	33109655	Gm4785
chr1	33191993	33191993	Gm24901
chr1	33215475	33215475	Gm37591
chr1	33235939	33235939	Gm2987
chr1	33293676	33293676	Gm25792
chr1	33316582	33316582	Gm18799
chr1	33371331	33371331	Gm7933
chr1	33422733	33422733	Gm23453
chr1	33669795	33669795	Prim2
chr1	33482101	33482101	Gm29228
chr1	33616832	33616832	Gm37618
chr1	33657781	33657781	Gm17813
chr1	33669824	33669824	1700001G17Rik
chr1	33674228	33674228	Gm38173
chr1	33719887	33719887	Rab23
chr1	33757795	33757795	Bag2
chr1	33748007	33748007	Gm37905
chr1	33814595	33814595	Zfp451
chr1	33838680	33838680	Gm15455
chr1	33907816	33907816	Bend6
chr1	33891117	33891117	Gm37067
chr1	33908225	33908225	Dst
chr1	33922455	33922455	Gm37354
chr1	33963685	33963685	Gm28631
chr1	33981502	33981502	Gm23792
chr1	34032100	34032100	Gm38157
chr1	34117359	34117359	Mir6896
chr1	34178446	34178446	Gm26788
chr1	34236596	34236596	D630036G22Rik
chr1	34271128	34271128	A930005N03Rik
chr1	34330307	34330307	Gm37958
chr1	34350775	34350775	Gm37385
chr1	34367371	34367371	Gm5266
chr1	34417986	34417986	Gm3052
chr1	34433264	34433264	Gm37233
chr1	34433199	34433199	Mir5103
chr1	34439672	34439672	Ccdc115
chr1	34444730	34444730	Gm28306
chr1	34439851	34439851	Imp4
chr1	34459762	34459762	Ptpn18
chr1	34473148	34473148	Gm28417
chr1	34485933	34485933	4930568A12Rik
chr1	34498410	34498410	Prss39
chr1	34524007	34524007	Gm28416
chr1	34535648	34535648	Cfc1
chr1	34538560	34538560	Gm28419
chr1	34560943	34560943	Prss40
chr1	34579711	34579711	1700101I19Rik
chr1	34579657	34579657	Amer3
chr1	34607719	34607719	Gm28418
chr1	34610806	34610806	Gm36984
chr1	34612303	34612303	Gm29730
chr1	34636189	34636189	AA619741
chr1	34678188	34678188	Arhgef4
chr1	34752775	34752775	Gm37224
chr1	34753123	34753123	Gm37845
chr1	34811908	34811908	Gm38336
chr1	34843065	34843065	Fam168b
chr1	34823525	34823525	Gm37127
chr1	34849976	34849976	Plekhb2
chr1	34928509	34928509	Gm19430
chr1	34969855	34969855	Gm37670
chr1	34970065	34970065	Gm8009
chr1	34985656	34985656	Gm38027
chr1	35179084	35179084	Gm25096
chr1	35651297	35651297	Gm37068
chr1	35761602	35761602	Gm25634
chr1	35806974	35806974	Gm28415
chr1	35879845	35879845	1110002O04Rik
chr1	35958919	35958919	Gm8022
chr1	35986373	35986373	Gm37146
chr1	36011044	36011044	Gm33222
chr1	36011072	36011072	4930535G08Rik
chr1	36031018	36031018	Gm38049
chr1	36068400	36068400	Hs6st1
chr1	36106446	36106446	Gm37335
chr1	36132042	36132042	Gm33280
chr1	36244720	36244720	Uggt1
chr1	36144313	36144313	Mir6897
chr1	36274679	36274679	Neurl3
chr1	36307733	36307733	Arid5a
chr1	36332708	36332708	4930403P22Rik
chr1	36369181	36369181	Kansl3
chr1	36348758	36348758	Mir6898
chr1	36372291	36372291	Fer1l5
chr1	36445271	36445271	Lman2l
chr1	36471620	36471620	Cnnm4
chr1	36473952	36473952	Gm37909
chr1	36506562	36506562	AC084391.1
chr1	36511867	36511867	Cnnm3
chr1	36528237	36528237	Gm38033
chr1	36536883	36536883	Ankrd23
chr1	36539429	36539429	Gm42417
chr1	36547445	36547445	Ankrd39
chr1	36558349	36558349	Sema4c
chr1	36557701	36557701	D430040D24Rik
chr1	36683183	36683183	Fam178b
chr1	36601802	36601802	Gm6428
chr1	36663965	36663965	Gm24133
chr1	36691484	36691484	Cox5b
chr1	36714422	36714422	Actr1b
chr1	36710149	36710149	4933424G06Rik
chr1	36744792	36744792	Gm33533
chr1	36761798	36761798	Zap70
chr1	36765874	36765874	Gm18828
chr1	36943666	36943666	Tmem131
chr1	36872045	36872045	Gm37506
chr1	36916539	36916539	Gm38115
chr1	36926348	36926348	F830112A20Rik
chr1	36958427	36958427	Rpl12-ps1
chr1	37005439	37005439	n-R5s210
chr1	37026596	37026596	Vwa3b
chr1	37133264	37133264	Gm37020
chr1	37214434	37214434	Cnga3
chr1	37299697	37299697	1700074A21Rik
chr1	37299865	37299865	Inpp4a
chr1	37334172	37334172	4930439A04Rik
chr1	37331504	37331504	Gm37135
chr1	37430103	37430103	Coa5
chr1	37430139	37430139	Unc50
chr1	37541016	37541016	Mgat4a
chr1	37488605	37488605	4930594C11Rik
chr1	37488982	37488982	Gm43213
chr1	37720085	37720085	2010300C02Rik
chr1	37614259	37614259	4930556I23Rik
chr1	37660722	37660722	4930470B04Rik
chr1	37696664	37696664	Gm19863
chr1	37866429	37866429	Tsga10
chr1	37865299	37865299	Gm26805
chr1	37871738	37871738	Lipt1
chr1	37890411	37890411	Mitd1
chr1	37890477	37890477	Mrpl30
chr1	37916493	37916493	Lyg2
chr1	37933596	37933596	Gm15457
chr1	37957759	37957759	Lyg1
chr1	37973967	37973967	Gm23409
chr1	37997893	37997893	Txndc9
chr1	37998010	37998010	Eif5b
chr1	38129801	38129801	Rev1
chr1	38077305	38077305	Gm37062
chr1	38132083	38132083	Gm5099
chr1	38664955	38664955	Aff3
chr1	38235420	38235420	Gm16150
chr1	38307902	38307902	Gm16151
chr1	38384949	38384949	Gm16152
chr1	38487519	38487519	Gm34727
chr1	38722620	38722620	Gm38135
chr1	38767184	38767184	2610300A13Rik
chr1	38836711	38836711	Lonrf2
chr1	38898161	38898161	Chst10
chr1	38884754	38884754	Gm37707
chr1	38907945	38907945	Gm6621
chr1	38939149	38939149	Nms
chr1	38985608	38985608	Pdcl3
chr1	38992678	38992678	Gm37309
chr1	39057637	39057637	Gm37821
chr1	39083338	39083338	Gm37091
chr1	39186992	39186992	Mir6349
chr1	39193731	39193731	Npas2
chr1	39276565	39276565	Gm20428
chr1	39314899	39314899	Gm3617
chr1	39367842	39367842	Rpl31
chr1	39478755	39478755	Tbc1d8
chr1	39419932	39419932	Gm37265
chr1	39519533	39519533	Gm24826
chr1	39519533	39519533	Gm24826
chr1	39534992	39534992	Cnot11
chr1	39552002	39552002	Gm15832
chr1	39548854	39548854	Snord89
chr1	39577405	39577405	Rnf149
chr1	39573875	39573875	Gm23722
chr1	39598005	39598005	Gm5100
chr1	39651474	39651474	Creg2
chr1	39650176	39650176	D930019O06Rik
chr1	39720997	39720997	Rfx8
chr1	39805332	39805332	Gm3646
chr1	39847334	39847334	1700066B17Rik
chr1	39900913	39900913	Map4k4
chr1	40050368	40050368	4930456G14Rik
chr1	40074079	40074079	Il1r2
chr1	40085851	40085851	Gm16894
chr1	40088511	40088511	Gm37347
chr1	40225080	40225080	Il1r1
chr1	40238020	40238020	Gm38070
chr1	40324610	40324610	Il1rl2
chr1	40353852	40353852	Gm17970
chr1	40429570	40429570	Il1rl1
chr1	40465552	40465552	Il18r1
chr1	40515362	40515362	Il18rap
chr1	40580662	40580662	Gm35801
chr1	40580081	40580081	Slc9a4
chr1	40586841	40586841	Gm37435
chr1	40680574	40680574	Slc9a2
chr1	40697636	40697636	Gm37623
chr1	40771385	40771385	Gm37915
chr1	40790687	40790687	Mfsd9
chr1	40805601	40805601	Tmem182
chr1	40864232	40864232	Gm5973
chr1	41181252	41181252	4930448I06Rik
chr1	41529543	41529543	Gm28634
chr1	41781808	41781808	Gm29260
chr1	42103289	42103289	Gm5267
chr1	42180388	42180388	Gm8176
chr1	42229726	42229726	Gm9915
chr1	42238695	42238695	Gm29664
chr1	42261855	42261855	Gm28175
chr1	42355937	42355937	Gm28140
chr1	42491813	42491813	Gm37047
chr1	42694842	42694842	Pantr1
chr1	42651726	42651726	4930420N18Rik
chr1	42694925	42694925	Gm20646
chr1	42695768	42695768	Pou3f3
chr1	42713454	42713454	Pantr2
chr1	42750712	42750712	Dalir
chr1	42851233	42851233	Mrps9
chr1	42866818	42866818	Gm23126
chr1	42952872	42952872	Gpr45
chr1	43036845	43036845	Gm24001
chr1	43098637	43098637	Tgfbrap1
chr1	43056267	43056267	Gm28782
chr1	43092588	43092588	8430432A02Rik
chr1	43098710	43098710	AI597479
chr1	43196984	43196984	Fhl2
chr1	43189156	43189156	Gm8210
chr1	43302925	43302925	Gm29040
chr1	43270683	43270683	Gm29610
chr1	43409584	43409584	Gm29041
chr1	43444579	43444579	Nck2
chr1	43488447	43488447	Gm37536
chr1	43560273	43560273	Gm38228
chr1	43730602	43730602	1500015O10Rik
chr1	43743895	43743895	Gm29155
chr1	43742915	43742915	Gm29157
chr1	43746282	43746282	Gm29156
chr1	43827800	43827800	Uxs1
chr1	43785910	43785910	Gm16103
chr1	43888051	43888051	Gm19587
chr1	43898294	43898294	Gm8241
chr1	43902928	43902928	Gm26352
chr1	43918886	43918886	Gm24180
chr1	43933647	43933647	Tpp2
chr1	44020034	44020034	Mettl21c
chr1	44018649	44018649	Gm15838
chr1	44061936	44061936	Gm8251
chr1	44102441	44102441	Tex30
chr1	44110790	44110790	Gm29247
chr1	44118808	44118808	Kdelc1
chr1	44118957	44118957	Bivm
chr1	44147744	44147744	Ercc5
chr1	44218961	44218961	Mettl21e
chr1	44212162	44212162	Gm15833
chr1	44331036	44331036	Gm5700
chr1	44392809	44392809	Gm28893
chr1	44464231	44464231	Txn-ps1
chr1	44551511	44551511	Gulp1
chr1	44560885	44560885	Gm37626
chr1	44644279	44644279	Gm16102
chr1	44744949	44744949	4930521E06Rik
chr1	44756942	44756942	Gm38110
chr1	44839171	44839171	Gm3489
chr1	44874152	44874152	Gm19480
chr1	44924893	44924893	Gm3496
chr1	45178067	45178067	Gm5268
chr1	45311538	45311538	Col3a1
chr1	45311673	45311673	AC125167.1
chr1	45503282	45503282	Col5a2
chr1	45493052	45493052	Gm38211
chr1	45514055	45514055	Gm8296
chr1	45520754	45520754	Gm7063
chr1	45602026	45602026	Gm8304
chr1	45685562	45685562	Gm23216
chr1	45746895	45746895	Gm23974
chr1	45768337	45768337	Gm8307
chr1	45772962	45772962	Gm23984
chr1	45795166	45795166	Wdr75
chr1	45836788	45836788	Gm28906
chr1	45857754	45857754	Gm5526
chr1	45890273	45890273	Gm5269
chr1	45905623	45905623	Gm18303
chr1	45926523	45926523	Slc40a1
chr1	45971182	45971182	Gm9496
chr1	45981548	45981548	Rpl23a-ps1
chr1	46012020	46012020	Gm3852
chr1	46030469	46030469	Stk-ps2
chr1	46056310	46056310	Gm18849
chr1	46066315	46066315	Dnah7b
chr1	46374197	46374197	n-R5s211
chr1	46414502	46414502	Gm8326
chr1	46425592	46425592	Dnah7c
chr1	46892852	46892852	Slc39a10
chr1	46850479	46850479	Gm28151
chr1	46881072	46881072	Gm37393
chr1	46896879	46896879	Gm28527
chr1	47067788	47067788	Gm28825
chr1	47153461	47153461	Gm28826
chr1	47366372	47366372	Gm4852
chr1	47435765	47435765	Gm38090
chr1	47467125	47467125	Mir6350
chr1	47478868	47478868	Gm18117
chr1	47605996	47605996	Gm37196
chr1	47657693	47657693	Gm8337
chr1	47749399	47749399	Gm22419
chr1	47751568	47751568	Gm23829
chr1	47915815	47915815	Gm19206
chr1	48314851	48314851	Gm5974
chr1	48462293	48462293	Gm23240
chr1	48527639	48527639	Gm28830
chr1	48733090	48733090	Gm8354
chr1	48783663	48783663	Gm19124
chr1	48881713	48881713	Gm8357
chr1	49095444	49095444	Gm22693
chr1	49173374	49173374	Gm28740
chr1	49236252	49236252	Gm8367
chr1	49244616	49244616	C230029F24Rik
chr1	49400729	49400729	Gm6757
chr1	49498553	49498553	Gm3605
chr1	49579586	49579586	Gm28388
chr1	50056782	50056782	Gm8384
chr1	50107470	50107470	4933411E06Rik
chr1	50178291	50178291	Gm8391
chr1	50222520	50222520	Gm27330
chr1	50398079	50398079	Gm29665
chr1	50533030	50533030	Gm20118
chr1	50559762	50559762	Gm25843
chr1	50815375	50815375	Gm28321
chr1	50900647	50900647	Tmeff2
chr1	50904444	50904444	Gm28322
chr1	51015313	51015313	Gm25736
chr1	51141222	51141222	Gm28319
chr1	51148309	51148309	Gm28320
chr1	51195221	51195221	Gm29325
chr1	51333779	51333779	9330175M20Rik
chr1	51289126	51289126	Sdpr
chr1	51318552	51318552	Gm5253
chr1	51458931	51458931	1700072G22Rik
